ssn,first_name,last_name,age,state,house
983-02-4913,Shoshana,Sharrocks,23,Florida,Slytherin
693-65-0595,Jessy,Jentges,39,District of Columbia,Hufflepuff
209-07-8329,Nannette,Turgoose,18,Colorado,Hufflepuff
133-37-4038,Christabella,Durrad,59,Iowa,Ravenclaw
289-07-7214,Ottilie,Meddows,29,Texas,Slytherin
599-66-5920,Aurie,Linacre,45,Alabama,Hufflepuff
196-02-6219,Roderich,Cuer,30,Texas,Slytherin
307-62-0683,Odette,Fackney,45,New Jersey,Hufflepuff
484-74-0292,Gabriellia,Cristoforetti,23,District of Columbia,Gryffindor
947-99-3673,Gretal,Lynskey,52,New Jersey,Gryffindor
852-16-6581,Idette,Grzegorzewski,55,Iowa,Ravenclaw
121-31-2500,Meggie,Vagges,41,California,Gryffindor
498-63-2731,Teador,Cawthera,27,Alabama,Slytherin
310-20-7855,Merill,Janout,55,Texas,Hufflepuff
509-77-5689,Alika,Cortes,38,New York,Gryffindor
566-44-6421,Kimbell,Boocock,27,Oklahoma,Ravenclaw
187-70-1668,Creight,Shemelt,19,Alabama,Gryffindor
360-84-3727,Philippa,Trebbett,60,Ohio,Ravenclaw
418-20-0077,Demetre,Brislan,29,Pennsylvania,Gryffindor
218-22-0523,Hayyim,Bartlam,38,Florida,Hufflepuff
460-50-6186,Jory,Brisco,59,California,Slytherin
287-50-2303,Hillel,Erie,22,Texas,Gryffindor
975-90-1026,Tallou,Gorvin,25,Alabama,Gryffindor
182-61-8861,Truman,Salzberger,51,California,Slytherin
848-84-5352,Tressa,Missen,54,Indiana,Hufflepuff
713-62-4153,Blithe,Borrowman,55,California,Gryffindor
494-99-6515,Karlie,Skelbeck,32,Ohio,Gryffindor
591-13-0819,Jane,Ivantsov,51,Virginia,Gryffindor
234-67-2842,Kacie,Havill,20,California,Slytherin
878-09-8410,Virginie,Grunder,57,New York,Gryffindor
312-53-5691,Brandie,Gregoretti,51,Georgia,Ravenclaw
979-79-0535,Shirline,Fairchild,51,Washington,Hufflepuff
685-01-4824,Claudina,Murrthum,57,Tennessee,Slytherin
638-94-0075,Dottie,Belloch,52,Ohio,Ravenclaw
452-20-8518,Jarvis,Tambling,35,Ohio,Slytherin
317-11-1653,Sheri,Triggs,42,Florida,Ravenclaw
771-24-7955,Jade,Friedenbach,27,Missouri,Hufflepuff
311-71-9752,Christel,Kirgan,31,Florida,Ravenclaw
502-81-3429,Matthus,Karleman,25,Washington,Ravenclaw
777-60-4129,Cristina,Beenham,57,California,Slytherin
991-59-6148,Shantee,Velti,56,Wisconsin,Hufflepuff
733-76-2335,Devonna,Drayson,60,Texas,Ravenclaw
667-84-7090,Lucilia,Goathrop,57,Colorado,Ravenclaw
426-77-0523,Tallulah,Leppard,54,Texas,Hufflepuff
950-29-4928,Aime,Wynrahame,51,Washington,Hufflepuff
329-15-6163,Enid,Reeman,18,New York,Gryffindor
899-14-7430,Lottie,Blackley,53,New Jersey,Slytherin
509-53-9379,Basile,Pahlsson,51,California,Hufflepuff
262-19-1391,Janella,Fradson,34,Iowa,Slytherin
520-34-6606,Burke,Parncutt,31,Arizona,Slytherin
378-69-4322,Otho,Joris,31,Nevada,Ravenclaw
934-76-1990,Rex,Stitson,57,District of Columbia,Slytherin
531-76-4802,Darn,English,47,New York,Slytherin
959-81-2303,Ailina,Minette,39,New York,Slytherin
610-88-5030,Lusa,Thacke,60,Texas,Gryffindor
437-66-0315,Natividad,Makepeace,27,Louisiana,Ravenclaw
557-24-2752,Chen,McGeady,53,California,Gryffindor
693-19-1229,Bondie,Sigars,33,California,Ravenclaw
423-31-1825,Selle,Madden,25,Texas,Ravenclaw
604-48-1387,Claudius,Gowdy,44,Michigan,Hufflepuff
738-21-5970,Viki,Starte,52,New York,Hufflepuff
362-92-0815,Vanna,Thecham,59,Minnesota,Hufflepuff
800-96-0683,Lazarus,Bompas,50,California,Slytherin
106-58-2369,Buckie,Hedan,29,Arizona,Hufflepuff
576-07-4391,Ketty,Mertgen,48,North Carolina,Slytherin
928-70-8782,Loria,Yandle,37,Louisiana,Gryffindor
229-16-0650,Douglas,Camerati,49,Texas,Ravenclaw
702-82-5833,Nil,De Blase,41,Ohio,Gryffindor
484-49-4020,Kitty,Allsop,44,Texas,Hufflepuff
411-24-5140,Gregoire,Dikes,26,Nebraska,Hufflepuff
231-08-5188,Magdalene,Sindle,32,Mississippi,Ravenclaw
698-10-1339,Harris,Pinn,26,Texas,Slytherin
695-28-6892,Gavan,Pieracci,53,District of Columbia,Gryffindor
181-21-2865,Myrah,Serle,56,Louisiana,Gryffindor
865-14-5346,Dorey,Grafom,27,Georgia,Hufflepuff
270-54-0058,Brittni,O'Cassidy,25,Louisiana,Hufflepuff
275-26-5818,Mack,Truelove,33,California,Hufflepuff
550-40-7869,Zandra,Butrimovich,51,New Jersey,Slytherin
123-38-1291,Nickolas,Mumbray,42,New York,Ravenclaw
985-43-5956,Giana,Baptist,43,Minnesota,Ravenclaw
682-88-7642,Cristionna,Oldridge,46,Alabama,Hufflepuff
276-82-5675,Bobbe,Lowfill,60,California,Hufflepuff
448-65-1886,Ellis,Feighry,23,Florida,Hufflepuff
129-60-4516,Yasmeen,Dirr,52,District of Columbia,Gryffindor
143-08-3438,Frederik,Salmon,56,Missouri,Ravenclaw
893-45-1241,Emmalee,Belding,19,Massachusetts,Slytherin
686-19-5973,Margaretta,Calvert,57,Connecticut,Slytherin
594-54-9531,Cullie,Breslane,60,Massachusetts,Slytherin
941-61-4332,Frayda,Applewhite,29,Missouri,Ravenclaw
540-35-3443,Renelle,Portwain,41,District of Columbia,Hufflepuff
377-17-9489,Humberto,Morville,29,Arizona,Ravenclaw
836-33-3747,Calley,Ragbourne,57,Illinois,Gryffindor
332-55-3346,Jillane,Matresse,33,South Dakota,Gryffindor
636-42-3681,Tabby,Manginot,36,Georgia,Slytherin
246-66-1303,Christye,Cock,58,Texas,Gryffindor
425-30-2274,Haywood,Tysack,28,West Virginia,Hufflepuff
354-81-7597,Vic,Rayhill,48,Ohio,Gryffindor
245-73-1227,Jilleen,Wyett,28,Illinois,Ravenclaw
906-28-0958,Burnaby,Looney,25,Nebraska,Ravenclaw
592-44-1337,Dav,Spillman,49,Indiana,Gryffindor
303-65-0262,Daisey,Quinevan,44,Pennsylvania,Gryffindor
649-26-4603,Ann,Gedling,38,Virginia,Ravenclaw
438-38-0006,Myrtia,Kilfeather,24,Connecticut,Slytherin
653-86-9867,Wilmar,Blazej,35,Missouri,Gryffindor
646-57-3737,Batholomew,Spadeck,32,Ohio,Slytherin
989-81-1466,Rici,Shoebrook,37,Iowa,Slytherin
715-54-5768,Nolie,Folker,38,California,Gryffindor
229-91-0822,Cesya,Basindale,20,Massachusetts,Ravenclaw
930-76-6596,Randee,Handy,19,Illinois,Gryffindor
608-51-2077,Keane,Rogliero,34,California,Ravenclaw
313-72-5931,Nefen,Baylis,35,North Carolina,Gryffindor
382-37-8648,Bren,Gheorghescu,33,South Dakota,Hufflepuff
458-43-5959,Rab,Gregson,59,North Carolina,Slytherin
757-54-6772,Leisha,Kasher,51,Georgia,Slytherin
415-12-6040,Abran,Maddaford,25,Florida,Hufflepuff
462-58-4290,Reinaldos,MacGilmartin,47,Alabama,Slytherin
781-12-1556,Archambault,Jacketts,27,Illinois,Hufflepuff
566-14-6245,Elayne,Duguid,49,Massachusetts,Ravenclaw
143-69-0979,Finn,Livesay,25,Texas,Ravenclaw
467-88-7616,Nerissa,Borrott,29,Maryland,Hufflepuff
936-13-0924,Eugenia,Moreby,42,California,Hufflepuff
637-74-2829,Jourdan,Millmoe,60,Oregon,Slytherin
904-25-9614,Erminia,Gosney,32,Georgia,Gryffindor
142-70-4917,Base,Churchill,50,Virginia,Hufflepuff
698-38-7708,Maighdiln,Gainseford,41,Georgia,Gryffindor
855-22-8964,Johan,Tenman,46,Virginia,Slytherin
890-97-5093,Eldon,Molesworth,24,Tennessee,Gryffindor
198-40-1675,Irita,Sandwich,31,Texas,Ravenclaw
841-54-2450,Carney,Downing,36,Texas,Ravenclaw
203-27-5864,Catlin,Pendrigh,45,New York,Slytherin
330-24-2302,Fonz,Greeves,50,California,Gryffindor
749-29-0903,Jarib,Trevear,44,Oklahoma,Hufflepuff
678-43-3103,Shea,Olifaunt,51,Indiana,Hufflepuff
567-41-2807,Edmon,Whordley,21,Ohio,Ravenclaw
101-16-6846,Babs,Borthe,31,California,Ravenclaw
305-77-5100,Townsend,Billie,19,Texas,Hufflepuff
191-31-6512,Bertine,Gethings,36,Oklahoma,Slytherin
198-43-8838,See,Scranney,45,Utah,Ravenclaw
196-42-3166,Adara,Vasiliev,59,California,Ravenclaw
977-89-7763,Jori,Grimmett,49,New York,Gryffindor
263-25-8366,Forbes,Huson,56,Alabama,Hufflepuff
252-31-5368,Abbot,Stronge,34,Utah,Hufflepuff
872-26-3042,Domingo,Bage,20,North Dakota,Hufflepuff
933-25-6192,Bernhard,How,54,Pennsylvania,Hufflepuff
514-80-4327,Rochester,Bartoletti,33,Texas,Slytherin
245-31-9767,Madge,Northleigh,31,Florida,Ravenclaw
576-11-3420,Suki,Vieyra,22,Texas,Ravenclaw
416-26-7666,Sumner,Loxton,18,Florida,Ravenclaw
540-39-9209,Bertrando,Raubheim,40,Washington,Slytherin
106-57-9071,Rasia,Mammatt,20,Wisconsin,Slytherin
426-17-9468,Faydra,Ygou,43,Louisiana,Hufflepuff
949-46-0974,Torr,Simmen,21,Alabama,Hufflepuff
921-22-2575,Tanya,Wipper,42,North Carolina,Ravenclaw
608-30-0095,Gale,Thurling,22,Massachusetts,Slytherin
431-72-5460,Krishnah,Fairbrother,39,Nebraska,Ravenclaw
721-03-9330,Paolina,Peealess,34,Alabama,Ravenclaw
267-59-6802,Conrado,Treuge,32,Michigan,Ravenclaw
952-58-7324,Marijn,Brandts,43,Texas,Gryffindor
585-67-8181,Dunc,Bletcher,58,Texas,Slytherin
231-22-5380,Trudey,Wincott,27,Florida,Slytherin
434-17-9240,Starr,Yann,49,Oregon,Ravenclaw
962-35-6720,Bunnie,Goudie,21,California,Ravenclaw
439-12-9033,Harlan,Coom,33,Illinois,Gryffindor
800-19-4750,Maddie,Sallenger,45,District of Columbia,Ravenclaw
180-70-9081,Shannah,Sains,28,Florida,Slytherin
328-46-8362,Haskell,MacDonell,54,Nevada,Slytherin
282-94-0768,Isidore,Davidy,49,Minnesota,Ravenclaw
652-00-8656,Verile,Wheelband,56,Florida,Hufflepuff
253-34-2721,Halley,Ivatt,44,Hawaii,Gryffindor
261-17-9585,Trstram,Kilius,20,Florida,Hufflepuff
448-14-2842,Merrielle,Greave,60,Nevada,Gryffindor
609-94-5524,Hadleigh,Clowser,22,Maryland,Slytherin
936-92-1263,Cicily,Kuschek,51,California,Slytherin
712-01-4940,Phillip,Myerscough,32,Louisiana,Gryffindor
714-54-1956,Butch,ducarme,29,Maryland,Gryffindor
514-94-4808,Berke,Fyndon,60,Alabama,Slytherin
844-24-0352,Orlan,Leavry,32,Florida,Gryffindor
665-81-3979,Dalia,Moorman,45,California,Hufflepuff
394-99-5172,Crystal,Caris,33,Florida,Hufflepuff
554-83-2188,Zelig,Clinton,36,New York,Ravenclaw
274-98-6428,Rikki,Castro,51,Arizona,Slytherin
383-87-6619,Wallie,Toppin,35,Texas,Slytherin
508-98-3408,Sibyl,Attryde,42,New Mexico,Gryffindor
281-87-6710,Bo,Frowd,37,Florida,Ravenclaw
358-23-5650,Jaynell,Durman,46,Florida,Ravenclaw
742-60-6925,D'arcy,Murra,36,Illinois,Hufflepuff
159-26-6259,Marinna,Quinet,48,North Dakota,Ravenclaw
966-50-1010,Blakelee,Briddle,45,Pennsylvania,Hufflepuff
833-72-5389,Monty,Graffin,26,Kentucky,Ravenclaw
155-84-1157,Mischa,Aylwin,50,North Carolina,Ravenclaw
726-13-8413,Thomasina,Kliment,57,Utah,Gryffindor
929-76-7374,Walt,Pietersma,30,Oklahoma,Ravenclaw
672-05-1854,Fernando,Fawdry,34,Indiana,Gryffindor
766-52-9243,Judah,Aleksandrikin,58,Texas,Hufflepuff
750-66-8438,Sebastien,Leipnik,40,Delaware,Gryffindor
362-48-4630,Constantino,Aubrey,36,Washington,Slytherin
557-11-8794,Derward,Kilius,59,Florida,Hufflepuff
133-87-6843,Aylmer,Heffy,60,Texas,Hufflepuff
378-60-4400,Rance,Kuschel,21,California,Ravenclaw
352-82-1344,Darin,Everiss,31,Virginia,Slytherin
569-97-9220,Barthel,Crate,58,Texas,Slytherin
234-28-2317,Griswold,Westmerland,43,Indiana,Ravenclaw
182-23-7041,Owen,Muress,25,Georgia,Gryffindor
915-75-5968,Kacie,Lorenzini,45,Alaska,Hufflepuff
712-98-2571,Lizzie,Currey,38,Colorado,Slytherin
543-17-9046,Artair,Speke,36,Ohio,Hufflepuff
413-12-0158,Cornie,Mulliner,35,Kansas,Ravenclaw
705-51-3936,Holly,Matt,22,Virginia,Hufflepuff
321-00-2609,Jessey,Forryan,23,California,Ravenclaw
871-44-1177,Darell,Galbreth,26,Virginia,Slytherin
683-33-9257,Stanislas,Lambotin,32,California,Ravenclaw
392-14-1477,Sutton,Frarey,34,California,Ravenclaw
976-50-7249,Christoper,Traynor,27,Connecticut,Slytherin
596-65-3724,Ainslee,Pierce,28,Arizona,Slytherin
736-50-0496,Gabbey,Tendahl,21,North Carolina,Ravenclaw
149-11-2055,Leann,Bowhey,47,Louisiana,Hufflepuff
396-35-0777,Boris,Erangy,55,Texas,Slytherin
417-99-9576,Base,Ludron,32,Louisiana,Ravenclaw
287-00-2223,Tabbie,Philipps,42,Oregon,Ravenclaw
781-20-0413,Nickie,Runcieman,32,New York,Hufflepuff
540-97-1976,Fredrick,Skade,24,California,Ravenclaw
650-40-1391,Clemmy,Barlthrop,20,Tennessee,Gryffindor
841-17-6800,Lenee,Works,44,Nevada,Slytherin
988-33-5130,Alana,Backs,34,North Carolina,Ravenclaw
417-00-9325,Siffre,Norwell,23,Alabama,Slytherin
412-34-3825,Hanny,Hendriksen,28,Virginia,Hufflepuff
922-20-1142,Cully,Benne,42,Missouri,Hufflepuff
883-08-4212,Wilden,Perago,37,Florida,Slytherin
841-14-4968,Kliment,Lake,35,North Carolina,Ravenclaw
140-62-1598,Osbourn,Coytes,35,Virginia,Hufflepuff
758-88-4069,Valentino,Bruggeman,52,Kansas,Gryffindor
837-01-1566,Norbie,Peotz,33,Iowa,Slytherin
104-74-0992,Abbe,Chestnut,46,California,Slytherin
419-50-2810,Lorianne,Bearcroft,35,California,Slytherin
902-52-2806,Leonardo,Bond,35,Utah,Ravenclaw
952-04-1231,Alfy,Lantuff,57,California,Slytherin
753-61-4201,Grete,Avramov,57,Virginia,Gryffindor
121-85-1766,Martita,Arger,21,Ohio,Slytherin
136-10-9223,Drusie,Buscombe,51,New York,Slytherin
642-76-2456,Geno,Clemmens,23,California,Hufflepuff
596-11-4650,Buddie,Gotthard,47,Georgia,Slytherin
344-29-5584,Masha,Dohmann,52,Ohio,Ravenclaw
774-62-7120,Drusi,Yablsley,60,Texas,Gryffindor
983-09-2275,Nonie,Silverlock,47,New Jersey,Ravenclaw
506-85-9879,Sophey,Sleith,28,Indiana,Gryffindor
330-34-0004,Jo-ann,Petschelt,47,Florida,Slytherin
215-04-5905,Gloriana,Smallthwaite,50,Maryland,Hufflepuff
302-26-0385,Burke,Oran,57,Texas,Ravenclaw
698-82-7554,Bridget,Freshwater,21,Texas,Gryffindor
177-94-7760,Roxanna,Christie,32,Indiana,Hufflepuff
106-05-5437,Hilliard,Livesay,32,Massachusetts,Slytherin
726-27-0283,Gretel,Roust,54,Texas,Ravenclaw
882-18-3453,Georgeta,Paraman,55,Kansas,Ravenclaw
245-55-2229,Prudence,Preedy,19,California,Ravenclaw
629-66-9792,Evanne,Whales,24,Hawaii,Gryffindor
852-74-7572,Ernie,Somerled,23,Texas,Ravenclaw
140-80-8934,Debby,Nelthorp,35,California,Hufflepuff
320-96-2552,Lurette,Janes,24,Pennsylvania,Ravenclaw
384-73-2126,Augustine,Horsley,23,Florida,Hufflepuff
922-93-2780,Ara,Haveline,57,Indiana,Slytherin
385-61-5863,Rickie,Hillam,27,California,Gryffindor
435-83-0458,Madge,Colliber,18,Indiana,Hufflepuff
572-18-9337,Leanna,Profit,39,Nebraska,Slytherin
565-53-0981,Magdalen,Mayor,48,California,Hufflepuff
373-25-9020,Kaylil,Wolford,41,California,Gryffindor
447-25-4981,Darb,Fitzhenry,19,California,Gryffindor
256-00-4668,Natty,Gethins,23,New York,Slytherin
260-52-7265,Ketti,Ruprecht,46,North Carolina,Hufflepuff
308-94-3021,Vina,Lamport,44,New Jersey,Hufflepuff
778-71-9423,Andie,Mumm,25,Connecticut,Gryffindor
665-59-2009,Casar,Galle,52,California,Gryffindor
955-62-3619,Sandie,Scarf,36,California,Gryffindor
609-03-1790,Rustie,Symms,55,North Carolina,Gryffindor
664-10-0379,Milt,O'Towey,26,New York,Hufflepuff
648-52-1464,King,Kennedy,28,Oklahoma,Gryffindor
329-65-1372,Boot,Mathivat,27,New York,Gryffindor
146-18-6380,Rahel,De Lascy,19,California,Hufflepuff
192-35-8902,Melessa,Gansbuhler,20,New York,Ravenclaw
454-58-5730,Gwyn,Lathee,26,Missouri,Hufflepuff
778-98-5469,Coralie,McGray,34,Georgia,Slytherin
210-57-3414,Netty,Dudding,54,Florida,Slytherin
450-54-6965,Coretta,Rivenzon,29,Texas,Ravenclaw
748-39-5742,Tersina,Pietzker,41,Connecticut,Hufflepuff
904-45-3129,Dalia,Tomkins,23,Virginia,Hufflepuff
437-81-3791,Langston,Pinchback,55,Texas,Slytherin
538-83-3815,Eleen,Castiello,42,New York,Hufflepuff
129-70-0837,Shell,Huertas,45,Kentucky,Gryffindor
364-37-3691,Pegeen,Brando,41,Minnesota,Ravenclaw
864-45-7409,Marysa,Colchett,59,California,Gryffindor
709-05-9456,Kelwin,Collinette,31,North Carolina,Hufflepuff
677-29-4575,Bathsheba,Hateley,56,Oklahoma,Slytherin
124-65-0398,Catharine,Farlam,39,California,Ravenclaw
919-63-0042,Benjy,Buckingham,52,Pennsylvania,Slytherin
309-50-4117,Belia,Sibylla,52,Michigan,Hufflepuff
231-13-0228,Robby,Hradsky,38,New York,Slytherin
517-17-1769,Isadora,Tanguy,41,Minnesota,Gryffindor
612-17-4026,Candice,Robb,32,Georgia,Slytherin
780-65-6350,Leonelle,Tallman,27,California,Ravenclaw
546-19-8518,Odell,Delgardillo,42,Florida,Ravenclaw
611-50-1476,Jacquette,Eastmond,38,Oregon,Gryffindor
484-48-5958,Roldan,O'Curran,30,Louisiana,Hufflepuff
418-21-7472,Anna-diane,Loren,30,Kansas,Ravenclaw
595-06-5033,Ruddie,Glassup,35,Iowa,Gryffindor
109-23-6037,Kippie,Purser,30,Ohio,Hufflepuff
314-08-7958,Claudell,Baguley,38,Texas,Slytherin
778-40-7339,Shelagh,Mant,46,Florida,Gryffindor
266-86-7876,Harmonie,Knight,44,California,Gryffindor
648-03-9358,Sallie,Wotton,48,Nevada,Slytherin
418-45-4134,Phaedra,Van Oort,53,Oregon,Ravenclaw
788-16-6381,Pavlov,McGaughay,58,Florida,Slytherin
892-41-9521,Selie,Leaming,39,New York,Ravenclaw
179-94-6677,Richart,Easby,37,Florida,Ravenclaw
537-93-1890,Butch,Hutchcraft,33,Colorado,Hufflepuff
459-18-0988,Nathalie,Drioli,26,Nebraska,Gryffindor
222-59-3491,Melinde,Ebsworth,31,Texas,Slytherin
853-65-3804,Gardner,Lynnett,55,Alabama,Ravenclaw
231-46-3787,Cort,Cornilleau,49,Washington,Gryffindor
640-41-4496,Bo,Drable,46,West Virginia,Ravenclaw
622-86-6419,Julio,Mensler,34,Maryland,Gryffindor
196-46-6313,Ronna,Catterick,46,Florida,Slytherin
805-33-3125,Lindsey,Attryde,40,California,Slytherin
432-46-3078,Arielle,Gait,50,West Virginia,Ravenclaw
588-20-0074,Angel,Tear,53,West Virginia,Slytherin
940-88-5960,Denys,Marusyak,40,Tennessee,Ravenclaw
378-51-7059,Dody,Dochon,46,California,Ravenclaw
895-89-4155,Kitti,Minico,27,California,Ravenclaw
267-76-7385,Hagen,Dutton,55,West Virginia,Hufflepuff
273-17-6178,Gillie,Auger,53,California,Gryffindor
522-73-8830,Bowie,Hulke,59,Ohio,Slytherin
283-90-9900,Raimundo,Mahood,52,Indiana,Ravenclaw
979-57-3684,Octavia,Babst,46,Wisconsin,Ravenclaw
472-85-6431,Marge,Rothwell,30,Michigan,Ravenclaw
706-49-4131,Rad,Dunwoody,36,Texas,Hufflepuff
344-37-1383,Corabelle,Brisse,51,South Carolina,Slytherin
122-82-0956,Corly,Bothams,23,Mississippi,Ravenclaw
824-71-7018,Burtie,Livings,39,Ohio,Slytherin
484-36-8288,Gaylor,Vango,43,Wisconsin,Slytherin
204-48-3024,Sunshine,Lemme,57,Florida,Slytherin
989-01-9292,Sterling,Judson,19,Texas,Ravenclaw
327-66-0194,Edan,Blyden,26,Tennessee,Gryffindor
550-65-2132,Wynny,Burdess,40,Texas,Hufflepuff
951-67-0302,Dolly,Fishpoole,57,California,Hufflepuff
570-69-6146,Ethe,Paterno,59,Connecticut,Hufflepuff
201-88-3819,Chester,Game,55,South Carolina,Ravenclaw
886-11-5379,Shae,Milesap,27,Virginia,Gryffindor
999-97-8620,Sheba,Stambridge,54,California,Gryffindor
425-31-3728,Fritz,Spikins,27,California,Ravenclaw
149-02-6491,Goddart,McGeagh,57,Florida,Ravenclaw
219-46-0164,Allina,Facey,32,Massachusetts,Slytherin
333-89-8468,Jacqui,Jagger,42,Missouri,Ravenclaw
709-89-3377,Evy,Goodswen,53,Virginia,Gryffindor
424-87-3344,Beniamino,Knapper,47,Texas,Hufflepuff
480-44-7845,Lorita,Date,36,Illinois,Hufflepuff
361-30-8304,Ingra,Rikkard,47,Arkansas,Hufflepuff
786-03-7838,Wolfy,Kingsbury,18,Pennsylvania,Hufflepuff
736-17-6006,Nadiya,Trewhella,19,Florida,Ravenclaw
509-22-5101,Yoshiko,Vesco,24,New York,Hufflepuff
288-86-4974,Berty,Catteroll,46,Florida,Slytherin
495-77-2924,Courtnay,Broadberrie,58,Alaska,Ravenclaw
619-09-8875,Vyky,Tolefree,38,Georgia,Ravenclaw
750-73-2510,Lay,Dike,34,California,Hufflepuff
294-93-4236,Briny,De Freitas,43,Connecticut,Gryffindor
344-15-7969,Vivia,Goldsberry,34,Illinois,Slytherin
781-46-0249,Donal,Renals,51,Florida,Hufflepuff
131-95-5241,Dulcinea,Marr,22,Texas,Slytherin
307-55-6473,Diannne,Simony,35,Texas,Gryffindor
116-42-2014,Crissy,Matejka,54,New York,Gryffindor
575-45-9431,Claudius,Mullender,24,Pennsylvania,Ravenclaw
449-47-1829,Kinnie,Mathivat,59,Oklahoma,Slytherin
860-36-3852,Shannah,Doghartie,34,California,Ravenclaw
710-53-1594,Jamison,Charlotte,48,Washington,Gryffindor
157-60-6201,Eugenie,Duffer,43,Texas,Ravenclaw
230-24-1951,Tuck,Crebbin,46,Texas,Slytherin
635-31-4306,Ode,Diggin,56,Colorado,Gryffindor
528-88-9453,Sallyann,Marquess,22,District of Columbia,Gryffindor
227-27-6976,Liuka,Alwell,52,Pennsylvania,Ravenclaw
284-49-8928,Krishna,Siccombe,25,Florida,Ravenclaw
158-43-8990,Erinn,Weeks,21,Florida,Slytherin
911-45-8113,Harri,Baish,58,California,Slytherin
200-59-0237,Dionne,Greensted,20,California,Gryffindor
149-49-2090,Woodrow,Tirkin,20,Michigan,Slytherin
267-97-0136,Saidee,Habbert,20,Texas,Gryffindor
303-51-0371,Dolly,Craggs,23,New York,Slytherin
553-89-3704,Albina,Tartt,60,California,Ravenclaw
812-31-7348,Gabriello,Feilden,54,Louisiana,Slytherin
410-81-0889,Jewel,Dyka,21,Colorado,Slytherin
216-79-6121,Anjanette,Harriskine,48,Alabama,Hufflepuff
976-45-8626,Brady,Asling,57,California,Gryffindor
268-21-1403,Eugenie,Spurge,18,Oregon,Gryffindor
407-88-8009,Errick,Jest,31,Oregon,Gryffindor
652-98-6391,Patience,Arzu,27,California,Ravenclaw
409-17-5373,Cristiano,Hurling,34,Ohio,Slytherin
272-05-8152,Faina,Summerlee,21,Nevada,Ravenclaw
110-30-3425,Haleigh,Thorneley,52,California,Gryffindor
388-13-4600,Chelsea,Barosch,19,New York,Gryffindor
696-00-1606,Vikky,Brosi,38,California,Ravenclaw
152-38-9016,Merilee,Jersch,20,Nevada,Ravenclaw
368-40-1160,Caralie,Duro,33,Florida,Slytherin
948-81-8895,Melba,Milbank,19,Kentucky,Gryffindor
716-70-9345,Nanci,Vittery,39,Rhode Island,Slytherin
174-16-4224,Carmelina,Jezzard,48,Pennsylvania,Gryffindor
330-66-4270,Reinhold,Hawes,40,Illinois,Gryffindor
721-07-1952,Fancy,Chenery,21,Florida,Gryffindor
824-20-4563,Madelena,Teers,49,Ohio,Ravenclaw
198-34-5632,Martainn,Magwood,30,Maryland,Ravenclaw
386-05-6691,Donny,Czyz,52,Florida,Hufflepuff
840-87-7294,Corie,Jerzak,29,Connecticut,Slytherin
306-73-6944,Van,Tollerfield,60,Pennsylvania,Gryffindor
595-75-9627,Trudie,Woofinden,31,District of Columbia,Slytherin
614-52-1622,Boyce,Crayker,49,California,Slytherin
881-30-2649,Merill,Hovey,32,Louisiana,Slytherin
900-53-4243,Agustin,Ruspine,48,Florida,Ravenclaw
692-57-6739,Lorine,Cave,55,Virginia,Ravenclaw
656-35-6841,Melicent,Hosten,53,Texas,Gryffindor
549-22-4834,Germaine,Franchi,51,Illinois,Hufflepuff
664-57-4938,Christean,Doddemeede,57,New York,Gryffindor
477-50-6476,Roley,McAlester,32,Michigan,Slytherin
328-11-4922,Matthaeus,Jzak,42,New York,Hufflepuff
442-97-0722,Meg,Eustis,42,California,Ravenclaw
261-02-9744,Janene,O'Halleghane,24,Texas,Slytherin
240-50-1825,Fiona,Stovell,36,Arkansas,Slytherin
303-43-0406,Graig,Sigge,45,New York,Slytherin
588-03-9521,Roanne,Martynov,31,Texas,Hufflepuff
591-60-5429,Pearline,Liston,45,California,Slytherin
856-93-5218,Holly-anne,Lie,34,Missouri,Hufflepuff
648-29-6440,Grazia,Vasentsov,26,Kentucky,Gryffindor
212-18-3578,Vickie,Corbie,20,Nevada,Slytherin
754-51-8528,Ransell,Guerre,55,District of Columbia,Gryffindor
458-16-9755,Berri,Shave,25,Alabama,Gryffindor
960-70-8111,Marney,Prestney,22,Washington,Gryffindor
231-36-2892,Lenna,Kindell,21,Washington,Gryffindor
655-07-4427,Thomasin,Abrahamovitz,57,Colorado,Ravenclaw
759-18-2422,Amy,Vian,43,Texas,Gryffindor
468-43-8692,Genni,Dibbe,58,Texas,Ravenclaw
267-92-4292,Dugald,Blackboro,57,Florida,Slytherin
586-91-4100,Sidoney,Garrique,44,Idaho,Ravenclaw
328-41-5896,Eden,Agastina,47,California,Hufflepuff
501-62-6418,Petr,Salliss,52,Pennsylvania,Ravenclaw
620-63-6070,Julian,Mc Carrick,57,Montana,Gryffindor
552-56-6916,Wilmar,Longcake,35,California,Hufflepuff
192-36-6628,Reggie,Alejandre,35,Nebraska,Ravenclaw
286-76-5770,Joe,Murford,32,New Hampshire,Gryffindor
579-84-1989,Shadow,Dommersen,59,Washington,Gryffindor
286-62-3142,Benny,Pegler,54,Alabama,Slytherin
227-57-8694,Zachariah,Lamprecht,51,Florida,Hufflepuff
611-75-1197,Milton,Dory,60,California,Slytherin
304-52-6309,Margret,Huerta,25,Michigan,Slytherin
251-42-4223,Emalee,McKirton,57,Louisiana,Gryffindor
124-03-7080,Michelina,Baggiani,38,Tennessee,Gryffindor
143-03-8764,Cary,Ciobutaro,56,South Carolina,Hufflepuff
